"날짜","종가","시가","고가","저가","거래량","변동 %"
"2021- 10- 08","65,982,000","65,474,000","68,000,000","65,216,000","0.33K","0.78%"
"2021- 10- 07","65,474,000","67,121,000","67,271,000","65,230,000","0.36K","-2.45%"
"2021- 10- 06","67,121,000","61,800,000","67,747,000","61,173,000","1.33K","8.61%"
"2021- 10- 05","61,800,000","59,915,000","62,488,000","59,480,000","0.95K","3.12%"
"2021- 10- 04","59,932,000","58,474,000","60,229,000","57,311,000","0.90K","2.53%"
"2021- 10- 03","58,452,000","58,094,000","59,350,000","57,263,000","0.58K","0.62%"
"2021- 10- 02","58,094,000","58,356,000","58,965,000","57,694,000","0.39K","-0.50%"
"2021- 10- 01","58,386,000","53,475,000","58,533,000","52,970,000","0.72K","9.19%"
"2021- 09- 30","53,473,000","50,804,000","53,640,000","50,666,000","0.51K","5.25%"
"2021- 09- 29","50,804,000","50,268,000","51,800,000","49,861,000","0.45K","1.07%"
"2021- 09- 28","50,268,000","51,711,000","52,096,000","50,135,000","0.59K","-2.76%"
"2021- 09- 27","51,693,000","52,773,000","53,740,000","51,602,000","0.46K","-2.08%"
"2021- 09- 26","52,789,000","52,324,000","53,543,000","50,594,000","0.40K","0.89%"
"2021- 09- 25","52,324,000","52,158,000","52,400,000","50,911,000","0.36K","0.32%"
"2021- 09- 24","52,158,000","54,363,000","54,614,000","50,730,000","0.67K","-4.06%"
"2021- 09- 23","54,363,000","53,828,000","54,600,000","52,633,000","0.55K","0.98%"
"2021- 09- 22","53,833,000","50,659,000","54,121,000","50,071,000","0.89K","6.42%"
"2021- 09- 21","50,586,000","53,830,000","54,276,000","50,135,000","1.58K","-6.01%"
"2021- 09- 20","53,819,000","57,987,000","58,115,000","53,376,000","0.94K","-7.19%"
"2021- 09- 19","57,987,000","58,614,000","58,720,000","57,380,000","0.42K","-1.09%"
"2021- 09- 18","58,625,000","57,616,000","58,953,000","57,523,000","0.28K","1.75%"
"2021- 09- 17","57,616,000","57,248,000","57,801,000","56,868,000","0.42K","0.64%"
"2021- 09- 16","57,248,000","57,095,000","57,516,000","56,370,000","0.42K","0.21%"
"2021- 09- 15","57,127,000","56,605,000","57,694,000","55,895,000","0.88K","1.01%"
"2021- 09- 14","56,557,000","54,286,000","56,822,000","54,044,000","0.73K","4.18%"
"2021- 09- 13","54,286,000","55,084,000","56,698,000","53,307,000","0.55K","-1.45%"
"2021- 09- 12","55,084,000","54,742,000","55,570,000","54,250,000","0.49K","0.62%"
"2021- 09- 11","54,742,000","54,910,000","55,413,000","54,289,000","0.24K","-0.31%"
"2021- 09- 10","54,910,000","55,826,000","56,646,000","54,500,000","0.75K","-1.64%"
"2021- 09- 09","55,826,000","55,623,000","56,549,000","54,700,000","0.57K","0.36%"
"2021- 09- 08","55,623,000","56,603,000","57,210,000","52,901,000","0.52K","-1.76%"
"2021- 09- 07","56,620,000","60,851,000","61,143,000","54,467,000","3.33K","-6.95%"
"2021- 09- 06","60,851,000","59,280,000","61,051,000","58,803,000","0.74K","2.65%"
"2021- 09- 05","59,280,000","57,918,000","59,567,000","57,217,000","0.84K","2.35%"
"2021- 09- 04","57,918,000","57,825,000","58,470,000","57,301,000","0.43K","0.15%"
"2021- 09- 03","57,830,000","57,272,000","59,143,000","56,421,000","0.62K","0.93%"
"2021- 09- 02","57,297,000","56,480,000","58,427,000","56,352,000","0.48K","1.45%"
"2021- 09- 01","56,480,000","55,164,000","56,981,000","54,467,000","0.67K","2.39%"
"2021- 08- 31","55,160,000","55,631,000","56,360,000","54,980,000","0.61K","-0.85%"
"2021- 08- 30","55,631,000","57,181,000","57,350,000","55,420,000","0.58K","-2.72%"
"2021- 08- 29","57,186,000","57,382,000","58,000,000","56,366,000","0.33K","-0.34%"
"2021- 08- 28","57,382,000","57,421,000","57,853,000","56,610,000","0.24K","-0.07%"
"2021- 08- 27","57,421,000","55,235,000","57,650,000","54,582,000","0.48K","4.02%"
"2021- 08- 26","55,200,000","57,154,000","57,441,000","54,510,000","0.46K","-3.42%"
"2021- 08- 25","57,154,000","56,107,000","57,339,000","55,145,000","0.51K","1.87%"
"2021- 08- 24","56,107,000","57,727,000","57,828,000","55,862,000","0.94K","-2.80%"
"2021- 08- 23","57,725,000","57,665,000","58,705,000","57,398,000","0.53K","0.07%"
"2021- 08- 22","57,684,000","57,500,000","58,072,000","56,665,000","0.58K","0.32%"
"2021- 08- 21","57,500,000","57,646,000","58,351,000","56,759,000","0.62K","-0.25%"
"2021- 08- 20","57,646,000","54,940,000","57,934,000","54,746,000","1.20K","4.92%"
"2021- 08- 19","54,941,000","52,689,000","55,000,000","51,856,000","0.82K","4.24%"
"2021- 08- 18","52,705,000","52,553,000","53,700,000","51,802,000","0.77K","0.32%"
"2021- 08- 17","52,536,000","53,835,000","54,641,000","52,364,000","1.29K","-2.41%"
"2021- 08- 16","53,835,000","54,637,000","55,660,000","53,700,000","0.92K","-1.47%"
"2021- 08- 15","54,637,000","54,869,000","55,179,000","53,245,000","0.66K","-0.42%"
"2021- 08- 14","54,870,000","55,299,000","55,678,000","53,517,000","0.68K","-0.78%"
"2021- 08- 13","55,299,000","52,058,000","55,419,000","51,834,000","1.10K","6.23%"
"2021- 08- 12","52,058,000","52,546,000","53,358,000","51,393,000","0.65K","-0.96%"
"2021- 08- 11","52,561,000","52,322,000","53,483,000","52,201,000","0.92K","0.44%"
"2021- 08- 10","52,331,000","53,011,000","53,390,000","51,806,000","0.75K","-1.28%"
"2021- 08- 09","53,011,000","50,820,000","53,204,000","49,459,000","1.03K","4.44%"
"2021- 08- 08","50,757,000","51,015,000","51,733,000","50,163,000","0.78K","-0.48%"
"2021- 08- 07","51,003,000","49,366,000","51,158,000","49,030,000","1.02K","3.39%"
"2021- 08- 06","49,332,000","47,112,000","49,891,000","46,150,000","1.54K","4.67%"
"2021- 08- 05","47,132,000","45,772,000","47,700,000","43,739,000","1.46K","2.96%"
"2021- 08- 04","45,777,000","44,859,000","46,005,000","43,903,000","0.69K","2.05%"
"2021- 08- 03","44,859,000","45,403,000","46,158,000","44,326,000","0.61K","-1.20%"
"2021- 08- 02","45,403,000","46,240,000","46,802,000","45,043,000","0.60K","-1.81%"
"2021- 08- 01","46,240,000","47,959,000","49,372,000","46,035,000","0.94K","-3.68%"
"2021- 07- 31","48,005,000","48,516,000","48,734,000","47,606,000","0.42K","-1.05%"
"2021- 07- 30","48,516,000","45,980,000","48,640,000","44,350,000","1.19K","5.52%"
"2021- 07- 29","45,980,000","46,335,000","46,900,000","45,486,000","0.53K","-0.76%"
"2021- 07- 28","46,334,000","45,616,000","47,400,000","45,020,000","0.80K","1.57%"
"2021- 07- 27","45,616,000","43,075,000","45,616,000","42,020,000","0.82K","5.92%"
"2021- 07- 26","43,066,000","41,090,000","46,865,000","40,915,000","2.61K","4.84%"
"2021- 07- 25","41,078,000","40,486,000","41,123,000","39,631,000","0.50K","3.81%"
"2021- 07- 24","39,569,000","39,150,000","39,814,000","38,976,000","1.87K","1.11%"
"2021- 07- 23","39,135,000","37,910,000","39,149,000","37,750,000","0.77K","3.23%"
"2021- 07- 22","37,910,000","38,013,000","38,382,000","37,445,000","0.40K","-0.26%"
"2021- 07- 21","38,010,000","35,256,000","38,446,000","34,917,000","1.16K","7.81%"
"2021- 07- 20","35,256,000","36,711,000","36,870,000","34,782,000","0.50K","-3.96%"
"2021- 07- 19","36,711,000","37,620,000","37,690,000","36,398,000","0.51K","-2.42%"
"2021- 07- 18","37,620,000","37,200,000","38,150,000","36,969,000","0.34K","1.07%"
"2021- 07- 17","37,221,000","37,101,000","37,629,000","36,813,000","0.44K","0.32%"
"2021- 07- 16","37,101,000","37,576,000","38,030,000","36,689,000","0.47K","-1.26%"
"2021- 07- 15","37,576,000","38,585,000","39,052,000","37,000,000","0.56K","-2.66%"
"2021- 07- 14","38,602,000","38,753,000","38,982,000","37,475,000","0.38K","-0.39%"
"2021- 07- 13","38,753,000","39,137,000","39,288,000","38,201,000","0.52K","-0.98%"
"2021- 07- 12","39,137,000","40,164,000","40,546,000","38,701,000","0.65K","-2.51%"
"2021- 07- 11","40,146,000","39,618,000","40,550,000","39,270,000","0.40K","1.33%"
"2021- 07- 10","39,618,000","39,825,000","40,255,000","39,183,000","0.40K","-0.52%"
"2021- 07- 09","39,825,000","38,968,000","40,050,000","38,161,000","0.43K","2.06%"
"2021- 07- 08","39,022,000","39,699,000","39,793,000","38,142,000","0.57K","-1.69%"
"2021- 07- 07","39,692,000","39,849,000","40,680,000","39,611,000","0.68K","-0.31%"
"2021- 07- 06","39,814,000","39,462,000","40,100,000","39,462,000","0.04K","0.84%"
"2021- 07- 05","39,484,000","40,914,000","40,914,000","39,484,000","0.70K","-3.50%"
"2021- 07- 04","40,914,000","41,183,000","41,207,000","40,914,000","0.55K","1.44%"
"2021- 07- 03","40,335,000","39,413,000","40,335,000","39,196,000","0.19K","2.33%"
"2021- 07- 02","39,417,000","39,335,000","39,417,000","39,335,000","0.52K","0.21%"
"2021- 07- 01","39,335,000","40,705,000","40,705,000","38,941,000","0.73K","-3.32%"
"2021- 06- 30","40,685,000","41,535,000","41,535,000","40,610,000","1.02K","-1.92%"
"2021- 06- 29","41,482,000","39,997,000","41,980,000","39,997,000","0.92K","3.71%"
"2021- 06- 28","39,997,000","39,994,000","39,997,000","39,541,000","0.88K","0.05%"
"2021- 06- 27","39,976,000","37,690,000","39,976,000","37,690,000","1.14K","6.07%"
"2021- 06- 26","37,689,000","37,122,000","37,689,000","36,993,000","0.93K","1.58%"
"2021- 06- 25","37,101,000","40,177,000","40,177,000","37,101,000","1.81K","-7.66%"
"2021- 06- 24","40,177,000","39,079,000","40,177,000","39,079,000","1.42K","2.81%"
"2021- 06- 23","39,079,000","37,826,000","39,916,000","37,826,000","1.50K","3.31%"
"2021- 06- 22","37,826,000","37,260,000","37,826,000","36,670,000","3.47K","1.51%"
"2021- 06- 21","37,264,000","41,856,000","41,856,000","37,264,000","2.06K","-10.97%"
"2021- 06- 20","41,856,000","42,039,000","42,039,000","41,856,000","0.88K","-0.44%"
"2021- 06- 19","42,039,000","42,560,000","42,560,000","41,965,000","0.59K","-1.14%"
"2021- 06- 18","42,523,000","44,769,000","44,769,000","42,523,000","1.71K","-5.02%"
"2021- 06- 17","44,769,000","45,234,000","45,800,000","44,769,000","1.07K","-1.03%"
"2021- 06- 16","45,234,000","46,375,000","46,375,000","45,151,000","2.05K","-2.46%"
"2021- 06- 15","46,373,000","46,548,000","46,548,000","46,150,000","1.15K","-0.41%"
"2021- 06- 14","46,563,000","44,791,000","46,563,000","44,791,000","1.29K","3.94%"
"2021- 06- 13","44,800,000","41,384,000","44,800,000","41,111,000","2.01K","8.31%"
"2021- 06- 12","41,361,000","43,596,000","43,596,000","41,361,000","0.48K","-5.08%"
"2021- 06- 11","43,574,000","42,785,000","43,574,000","42,785,000","1.09K","1.90%"
"2021- 06- 10","42,761,000","43,232,000","43,232,000","42,477,000","1.57K","-1.15%"
"2021- 06- 09","43,259,000","38,531,000","43,259,000","38,531,000","2.66K","12.27%"
"2021- 06- 08","38,531,000","38,953,000","38,953,000","38,531,000","1.24K","-1.08%"
"2021- 06- 07","38,953,000","41,773,000","41,773,000","38,953,000","2.70K","-6.77%"
"2021- 06- 06","41,780,000","41,982,000","41,982,000","41,780,000","0.58K","-0.48%"
"2021- 06- 05","41,982,000","42,945,000","42,945,000","41,782,000","1.03K","-2.31%"
"2021- 06- 04","42,973,000","45,487,000","45,487,000","42,973,000","0.68K","-5.43%"
"2021- 06- 03","45,440,000","43,720,000","45,440,000","43,720,000","0.86K","3.93%"
"2021- 06- 02","43,720,000","43,208,000","43,720,000","43,198,000","0.90K","1.18%"
"2021- 06- 01","43,208,000","43,659,000","43,659,000","43,208,000","1.03K","-1.07%"
"2021- 05- 31","43,675,000","43,143,000","43,675,000","41,933,000","1.04K","1.23%"
"2021- 05- 30","43,145,000","42,669,000","43,418,000","42,669,000","0.91K","1.14%"
"2021- 05- 29","42,660,000","43,630,000","43,630,000","42,124,000","1.53K","-2.25%"
"2021- 05- 28","43,641,000","46,483,000","46,483,000","43,641,000","1.78K","-6.18%"
"2021- 05- 27","46,514,000","47,285,000","47,311,000","46,514,000","1.13K","-1.63%"
"2021- 05- 26","47,285,000","47,013,000","48,620,000","47,013,000","1.13K","0.64%"
"2021- 05- 25","46,984,000","47,233,000","47,233,000","46,902,000","1.45K","-0.25%"
"2021- 05- 24","47,100,000","42,499,000","47,100,000","42,499,000","2.17K","10.90%"
"2021- 05- 23","42,471,000","47,312,000","47,312,000","42,471,000","3.57K","-10.16%"
"2021- 05- 22","47,273,000","48,934,000","48,934,000","46,258,000","1.20K","-3.39%"
"2021- 05- 21","48,930,000","51,214,000","51,214,000","48,930,000","3.16K","-4.90%"
"2021- 05- 20","51,450,000","50,282,000","51,450,000","49,290,000","0.95K","2.32%"
"2021- 05- 19","50,282,000","53,150,000","53,150,000","50,282,000","3.83K","-5.40%"
"2021- 05- 18","53,153,000","54,062,000","54,062,000","53,153,000","1.65K","-1.66%"
"2021- 05- 17","54,050,000","57,483,000","57,483,000","54,050,000","1.83K","-6.06%"
"2021- 05- 16","57,538,000","58,248,000","59,833,000","57,538,000","2.48K","-1.17%"
"2021- 05- 15","58,217,000","61,568,000","61,568,000","58,217,000","1.57K","-5.38%"
"2021- 05- 14","61,526,000","62,879,000","62,879,000","61,526,000","1.13K","-2.15%"
"2021- 05- 13","62,879,000","61,103,000","62,879,000","61,103,000","1.58K","2.93%"
"2021- 05- 12","61,088,000","69,552,000","69,552,000","61,088,000","3.55K","-12.17%"
"2021- 05- 11","69,550,000","70,728,000","70,728,000","67,843,000","1.13K","-1.67%"
"2021- 05- 10","70,731,000","71,299,000","71,850,000","70,731,000","1.90K","-0.78%"
"2021- 05- 09","71,285,000","71,704,000","71,704,000","71,280,000","0.91K","-0.59%"
"2021- 05- 08","71,709,000","68,669,000","71,709,000","68,669,000","1.79K","4.46%"
"2021- 05- 07","68,647,000","68,398,000","69,122,000","68,398,000","2.00K","0.36%"
"2021- 05- 06","68,398,000","68,629,000","69,394,000","68,398,000","2.20K","-0.32%"
"2021- 05- 05","68,620,000","66,499,000","68,620,000","66,499,000","1.61K","2.91%"
"2021- 05- 04","66,679,000","69,876,000","70,106,000","66,679,000","1.18K","-4.58%"
"2021- 05- 03","69,876,000","68,334,000","69,876,000","68,334,000","1.12K","2.25%"
"2021- 05- 02","68,340,000","68,894,000","68,894,000","68,340,000","0.57K","-0.81%"
"2021- 05- 01","68,898,000","68,054,000","68,898,000","68,054,000","0.67K","1.21%"
"2021- 04- 30","68,075,000","63,712,000","68,075,000","63,712,000","1.18K","6.85%"
"2021- 04- 29","63,710,000","64,100,000","64,100,000","63,710,000","0.92K","-0.63%"
"2021- 04- 28","64,116,000","64,767,000","64,767,000","64,064,000","0.91K","-0.96%"
"2021- 04- 27","64,738,000","64,199,000","64,738,000","64,146,000","0.88K","0.84%"
"2021- 04- 26","64,196,000","59,700,000","64,196,000","59,700,000","1.48K","7.54%"
"2021- 04- 25","59,696,000","60,814,000","60,923,000","59,696,000","1.81K","-1.84%"
"2021- 04- 24","60,813,000","61,355,000","61,355,000","60,398,000","1.27K","-0.92%"
"2021- 04- 23","61,380,000","59,500,000","61,380,000","57,124,000","2.28K","3.16%"
"2021- 04- 22","59,500,000","67,884,000","67,884,000","59,500,000","3.46K","-12.25%"
"2021- 04- 21","67,805,000","70,299,000","70,299,000","67,805,000","1.24K","-3.53%"
"2021- 04- 20","70,289,000","71,001,000","71,001,000","69,713,000","1.28K","-1.00%"
"2021- 04- 19","71,001,000","75,810,000","75,810,000","71,001,000","1.85K","-6.31%"
"2021- 04- 18","75,783,000","77,956,000","77,956,000","72,986,000","1.63K","-2.79%"
"2021- 04- 17","77,959,000","79,250,000","79,250,000","77,646,000","1.05K","-1.58%"
"2021- 04- 16","79,213,000","79,425,000","79,524,000","79,110,000","1.16K","-0.27%"
"2021- 04- 15","79,425,000","80,171,000","80,171,000","79,425,000","0.93K","-0.93%"
"2021- 04- 14","80,171,000","80,663,000","80,663,000","80,146,000","1.16K","-0.61%"
"2021- 04- 13","80,661,000","78,009,000","80,661,000","78,009,000","1.39K","3.45%"
"2021- 04- 12","77,974,000","78,500,000","78,500,000","77,949,000","0.63K","-0.71%"
"2021- 04- 11","78,534,000","78,310,000","78,757,000","78,310,000","0.56K","0.30%"
"2021- 04- 10","78,303,000","75,655,000","78,303,000","75,655,000","1.10K","3.52%"
"2021- 04- 09","75,642,000","75,132,000","75,642,000","75,132,000","0.70K","0.61%"
"2021- 04- 08","75,183,000","72,980,000","75,183,000","72,391,000","0.97K","3.11%"
"2021- 04- 07","72,914,000","77,793,000","78,550,000","72,914,000","1.29K","-6.27%"
"2021- 04- 06","77,792,000","78,300,000","78,300,000","77,792,000","1.34K","-0.65%"
"2021- 04- 05","78,300,000","73,924,000","78,300,000","73,924,000","1.71K","5.92%"
"2021- 04- 04","73,924,000","72,076,000","74,121,000","72,076,000","0.81K","2.56%"
"2021- 04- 03","72,076,000","73,697,000","74,672,000","72,076,000","1.77K","-2.20%"
"2021- 04- 02","73,697,000","72,292,000","73,697,000","72,292,000","0.86K","1.91%"
"2021- 04- 01","72,314,000","71,001,000","72,402,000","71,001,000","1.14K","1.89%"
"2021- 03- 31","70,974,000","70,455,000","70,974,000","70,455,000","1.15K","0.72%"
"2021- 03- 30","70,470,000","68,407,000","70,470,000","68,407,000","0.65K","3.04%"
"2021- 03- 29","68,391,000","67,025,000","68,391,000","66,877,000","1.08K","2.02%"
"2021- 03- 28","67,035,000","66,428,000","67,035,000","66,428,000","0.68K","0.79%"
"2021- 03- 27","66,510,000","65,601,000","66,510,000","65,601,000","0.92K","1.39%"
"2021- 03- 26","65,601,000","63,146,000","65,601,000","63,146,000","0.79K","4.02%"
"2021- 03- 25","63,066,000","64,700,000","64,700,000","63,066,000","1.11K","-2.53%"
"2021- 03- 24","64,700,000","65,347,000","66,358,000","64,700,000","1.72K","-0.94%"
"2021- 03- 23","65,314,000","64,452,000","65,654,000","64,452,000","1.09K","1.34%"
"2021- 03- 22","64,453,000","67,103,000","67,306,000","64,453,000","1.74K","-3.94%"
"2021- 03- 21","67,097,000","67,470,000","67,470,000","67,097,000","0.80K","-0.56%"
"2021- 03- 20","67,473,000","67,729,000","68,476,000","67,473,000","1.15K","-0.37%"
"2021- 03- 19","67,726,000","66,905,000","67,726,000","66,905,000","0.85K","1.23%"
"2021- 03- 18","66,900,000","68,342,000","68,342,000","66,900,000","1.63K","-2.12%"
"2021- 03- 17","68,346,000","65,998,000","68,346,000","63,726,000","2.17K","3.56%"
"2021- 03- 16","65,997,000","64,432,000","65,997,000","63,078,000","0.98K","2.43%"
"2021- 03- 15","64,429,000","68,567,000","68,567,000","63,839,000","1.31K","-6.01%"
"2021- 03- 14","68,550,000","70,588,000","70,815,000","68,550,000","0.78K","-2.91%"
"2021- 03- 13","70,604,000","66,447,000","70,604,000","66,447,000","1.55K","6.23%"
"2021- 03- 12","66,465,000","66,103,000","66,684,000","66,103,000","1.24K","0.55%"
"2021- 03- 11","66,103,000","64,206,000","66,103,000","64,206,000","1.74K","3.04%"
"2021- 03- 10","64,151,000","62,950,000","64,237,000","62,950,000","2.10K","1.96%"
"2021- 03- 09","62,916,000","59,796,000","62,916,000","59,579,000","1.32K","5.25%"
"2021- 03- 08","59,777,000","58,016,000","59,777,000","58,016,000","4.55K","3.04%"
"2021- 03- 07","58,016,000","56,073,000","58,016,000","56,073,000","1.15K","3.44%"
"2021- 03- 06","56,086,000","56,533,000","56,533,000","56,086,000","4.16K","-0.74%"
"2021- 03- 05","56,506,000","56,325,000","56,506,000","56,325,000","6.09K","0.28%"
"2021- 03- 04","56,351,000","57,782,000","57,782,000","55,914,000","1.92K","-2.58%"
"2021- 03- 03","57,841,000","55,927,000","57,841,000","55,927,000","1.54K","3.36%"
"2021- 03- 02","55,963,000","56,376,000","56,376,000","55,776,000","5.89K","-0.70%"
"2021- 03- 01","56,355,000","51,795,000","56,355,000","51,795,000","3.22K","8.81%"
"2021- 02- 28","51,790,000","53,396,000","53,396,000","51,790,000","4.49K","-3.03%"
"2021- 02- 27","53,409,000","53,591,000","53,591,000","53,409,000","7.76K","-0.33%"
"2021- 02- 26","53,588,000","53,958,000","53,958,000","53,364,000","6.49K","-0.70%"
"2021- 02- 25","53,964,000","56,502,000","56,502,000","53,964,000","4.07K","-4.49%"
"2021- 02- 24","56,500,000","55,099,000","56,595,000","55,099,000","1.59K","2.56%"
"2021- 02- 23","55,088,000","61,712,000","61,712,000","54,161,000","3.23K","-10.75%"
"2021- 02- 22","61,723,000","65,418,000","65,418,000","61,723,000","2.88K","-5.65%"
"2021- 02- 21","65,418,000","64,218,000","65,418,000","64,218,000","1.04K","1.90%"
"2021- 02- 20","64,200,000","63,505,000","64,996,000","63,505,000","2.33K","1.10%"
"2021- 02- 19","63,502,000","57,774,000","63,502,000","57,774,000","2.53K","9.84%"
